gene	locus_tag	start	end	strand	product
hemG	b3850	4034607	4035153	1	protoporphyrinogen oxidase
mobB	b3856	4040905	4041433	-1	molybdopterin-guanine dinucleotide biosynthesis adaptor protein
mobA	b3857	4041414	4041999	-1	molybdenum cofactor guanylyltransferase
yihD	b3858	4042068	4042338	1	DUF1040 domain-containing protein YihD
srkA	b3859	4042414	4043401	1	stress response kinase A
dsbA	b3860	4043417	4044044	1	thiol:disulfide oxidoreductase DsbA
yihF	b3861	4044198	4045629	1	DUF945 domain-containing protein YihF
yihG	b3862	4045669	4046602	-1	1-acylglycerol-3-phosphate O-acyltransferase YihG
polA	b3863	4046965	4049752	1	DNA polymerase I
spfP	b4837	4049916	4049964	1	dual-function small protein SpfP
yihA	b3865	4050132	4050765	-1	GTP-binding protein YihA
yihI	b3866	4051346	4051856	1	Der GTPase-activating protein YihI
hemN	b3867	4052044	4053418	1	coproporphyrinogen III dehydrogenase
yshB	b4686	4053646	4053757	-1	uncharacterized protein YshB
glnG	b3868	4053868	4055278	-1	DNA-binding transcriptional dual regulator NtrC
glnL	b3869	4055289	4056339	-1	protein histidine kinase NtrB
glnA	b3870	4056624	4058034	-1	glutamine synthetase
bipA	b3871	4058406	4060230	1	50S ribosomal subunit assembly factor BipA
yihL	b3872	4060446	4061157	1	putative DNA-binding transcriptional regulator YihL
yihM	b3873	4061164	4062145	1	putative TIM barrel domain-containing protein YihM
yihN	b3874	4062246	4063512	1	putative transporter YihN
ompL	b3875	4063602	4064295	-1	putative outer membrane porin L
yihO	b3876	4064362	4065766	-1	putative sulfoquinovose transporter
yihP	b3877	4065808	4067194	-1	putative 2,3-dihydroxypropane-1-sulfonate export protein
yihQ	b3878	4067239	4069276	-1	sulfoquinovosidase
yihR	b3879	4069474	4070401	-1	putative sulfoquinovose mutarotase YihR
yihS	b3880	4070514	4071756	-1	sulfoquinovose isomerase
yihT	b3881	4071772	4072651	-1	6-deoxy-6-sulfofructose-1-phosphate aldolase
yihU	b3882	4072674	4073571	-1	3-sulfolactaldehyde reductase
yihV	b3883	4073738	4074635	1	6-deoxy-6-sulfofructose kinase
csqR	b3884	4074668	4075454	1	DNA-binding transcriptional dual regulator CsqR
yihX	b3885	4075552	4076152	1	alpha-D-glucose-1-phosphate phosphatase YihX
yihY	b3886	4076145	4077018	1	PF03631 family membrane protein YihY
dtd	b3887	4077014	4077452	1	D-aminoacyl-tRNA deacylase
fabY	b3888	4077448	4078438	1	putative fatty acid biosynthesis enzyme FabY
yiiE	b3889	4079290	4079509	1	putative DNA-binding transcriptional regulator YiiE
yiiF	b3890	4079750	4079969	1	protein YiiF
fdhE	b3891	4080298	4081228	-1	formate dehydrogenase formation protein
fdoI	b3892	4081224	4081860	-1	formate dehydrogenase O subunit gamma
fdoH	b3893	4081856	4082759	-1	formate dehydrogenase O subunit beta
fdoG	b3894	4082771	4085822	-1	formate dehydrogenase O subunit alpha
fdhD	b3895	4086015	4086849	1	sulfurtransferase for molybdenum cofactor sulfuration
yiiG	b3896	4087001	4088057	1	DUF3829 domain-containing lipoprotein YiiG
frvR	b3897	4088106	4089855	-1	putative DNA-binding transcriptional regulator FrvR
frvX	b3898	4089854	4090925	-1	peptidase M42 family protein FrvX
frvB	b3899	4090914	4092366	-1	putative PTS enzyme IIBC component FrvB
frvA	b3900	4092376	4092823	-1	putative PTS enzyme IIA component FrvA
rhaM	b3901	4093123	4093438	-1	L-rhamnose mutarotase
rhaD	b3902	4093447	4094272	-1	rhamnulose-1-phosphate aldolase
rhaA	b3903	4094722	4095982	-1	L-rhamnose isomerase
rhaB	b3904	4095978	4097448	-1	rhamnulokinase
rhaS	b3905	4097735	4098572	1	DNA-binding transcriptional activator RhaS
rhaR	b3906	4098645	4099494	1	DNA-binding transcriptional activator RhaR
rhaT	b3907	4099490	4100525	-1	rhamnose/lyxose:H(+) symporter
sodA	b3908	4100809	4101430	1	superoxide dismutase (Mn)
kdgT	b3909	4101689	4102673	1	2-dehydro-3-deoxy-D-gluconate:H(+) symporter
yiiM	b3910	4102821	4103496	1	6-hydroxyaminopurine reductase
cpxA	b3911	4103601	4104975	-1	sensor histidine kinase CpxA
cpxR	b3912	4104971	4105670	-1	DNA-binding transcriptional dual regulator CpxR
cpxP	b4484	4105819	4106320	1	periplasmic protein CpxP
fieF	b3915	4106468	4107371	1	Zn(2(+))/Fe(2(+))/Cd(2(+)) exporter
pfkA	b3916	4107551	4108514	1	6-phosphofructokinase 1
sbp	b3917	4108833	4109823	1	sulfate/thiosulfate ABC transporter periplasmic binding protein Sbp
cdh	b3918	4109929	4110685	1	CDP-diacylglycerol diphosphatase
tpiA	b3919	4110739	4111507	-1	triose-phosphate isomerase
yiiQ	b3920	4111614	4112214	-1	DUF1454 domain-containing protein YiiQ
yiiR	b3921	4112314	4112755	1	DUF805 domain-containing protein YiiR
yiiS	b3922	4112966	4113266	1	DUF406 domain-containing protein YiiS
uspD	b3923	4113292	4113721	1	universal stress protein D
fpr	b3924	4113725	4114472	-1	flavodoxin/ferredoxin-NADP(+) reductase
glpX	b3925	4114568	4115579	-1	fructose-1,6-bisphosphatase 2
glpK	b3926	4115713	4117222	-1	glycerol kinase
glpF	b3927	4117244	4118090	-1	glycerol facilitator
zapB	b3928	4118514	4118760	1	cell division factor ZapB
rraA	b3929	4118844	4119330	-1	ribonuclease E inhibitor protein A
menA	b3930	4119422	4120349	-1	1,4-dihydroxy-2-naphthoate octaprenyltransferase
hslU	b3931	4120415	4121747	-1	ATPase component of the HslVU protease
hslV	b3932	4121756	4122287	-1	peptidase component of the HslVU protease
ftsN	b3933	4122379	4123339	-1	cell division protein FtsN
cytR	b3934	4123430	4124456	-1	CytR
priA	b3935	4124611	4126810	-1	primosomal protein N'
rpmE	b3936	4127012	4127225	1	50S ribosomal subunit protein L31
yiiX	b3937	4127285	4127894	-1	putative lipid-binding hydrolase YiiX
metJ	b3938	4128077	4128395	-1	DNA-binding transcriptional repressor MetJ
metB	b3939	4128671	4129832	1	O-succinylhomoserine(thiol)-lyase/O- succinylhomoserine lyase
metL	b3940	4129834	4132267	1	fused aspartate kinase/homoserine dehydrogenase 2
metF	b3941	4132615	4133506	1	5,10-methylenetetrahydrofolate reductase
katG	b3942	4133834	4136015	1	catalase/hydroperoxidase HPI
yijE	b3943	4136107	4137013	1	cystine exporter
yijF	b3944	4137039	4137657	-1	DUF1287 domain-containing protein YijF
gldA	b3945	4137931	4139035	-1	L-1,2-propanediol dehydrogenase/glycerol dehydrogenase
fsaB	b3946	4139045	4139708	-1	fructose-6-phosphate aldolase 2
ptsA	b3947	4139719	4142221	-1	putative PTS multiphosphoryl transfer protein PtsA
frwC	b3949	4142529	4143609	1	putative PTS enzyme IIC component FrwC
frwB	b3950	4143623	4143944	1	putative PTS enzyme IIB component FrwB
pflD	b3951	4143994	4146292	1	putative formate acetyltransferase 2
pflC	b3952	4146257	4147136	1	putative pyruvate formate-lyase 2 activating enzyme PflC
frwD	b3953	4147137	4147479	1	putative PTS enzyme IIB component FrwD
yijO	b3954	4147465	4148317	-1	putative DNA-binding transcriptional regulator YijO
eptC	b3955	4148531	4150265	-1	phosphoethanolamine transferase EptC
ppc	b3956	4150446	4153098	-1	phosphoenolpyruvate carboxylase
argE	b3957	4153695	4154847	-1	acetylornithine deacetylase
argC	b3958	4155000	4156005	1	N-acetylglutamylphosphate reductase
argB	b3959	4156012	4156789	1	acetylglutamate kinase
argH	b3960	4156849	4158223	1	argininosuccinate lyase
oxyR	b3961	4158489	4159407	1	DNA-binding transcriptional dual regulator OxyR
sthA	b3962	4159389	4160790	-1	soluble pyridine nucleotide transhydrogenase
fabR	b3963	4161066	4161771	1	DNA-binding transcriptional repressor FabR
yijD	b3964	4161770	4162130	1	DUF1422 domain-containing inner membrane protein YijD
trmA	b3965	4162169	4163270	-1	tRNA m(5)U54 methyltransferase
btuB	b3966	4163638	4165483	1	cobalamin outer membrane transporter
murI	b3967	4165427	4166285	1	glutamate racemase
murB	b3972	4172056	4173085	1	UDP-N-acetylenolpyruvoylglucosamine reductase
birA	b3973	4173081	4174047	1	DNA-binding transcriptional repressor/biotin-[acetyl-CoA-carboxylase] ligase BirA
coaA	b3974	4174075	4175026	-1	pantothenate kinase
tufB	b3980	4175943	4177128	1	translation elongation factor Tu 2
secE	b3981	4177357	4177741	1	Sec translocon subunit SecE
nusG	b3982	4177742	4178288	1	transcription termination/antitermination factor NusG
rplK	b3983	4178446	4178875	1	50S ribosomal subunit protein L11
rplA	b3984	4178878	4179583	1	50S ribosomal subunit protein L1
rplJ	b3985	4179995	4180493	1	50S ribosomal subunit protein L10
rplL	b3986	4180559	4180925	1	50S ribosomal subunit protein L12
rpoB	b3987	4181244	4185273	1	RNA polymerase subunit beta
rpoC	b3988	4185349	4189573	1	RNA polymerase subunit beta'
yjaZ	b3989	4189785	4190325	1	protein YjaZ
thiH	b3990	4190734	4191868	-1	2-iminoacetate synthase
thiG	b3991	4191864	4192635	-1	1-deoxy-D-xylulose 5-phosphate:thiol sulfurtransferase
thiS	b4407	4192636	4192837	-1	sulfur carrier protein ThiS
thiF	b3992	4192820	4193576	-1	sulfur carrier protein ThiS adenylyltransferase
thiE	b3993	4193568	4194204	-1	thiamine phosphate synthase
thiC	b3994	4194203	4196099	-1	phosphomethylpyrimidine synthase
rsd	b3995	4196331	4196808	-1	regulator of sigma D
nudC	b3996	4196902	4197676	1	RNA decapping hydrolase
hemE	b3997	4197715	4198780	1	uroporphyrinogen decarboxylase
nfi	b3998	4198789	4199461	1	endonuclease V
yjaG	b3999	4199503	4200094	1	DUF416 domain-containing protein YjaG
hupA	b4000	4200280	4200553	1	DNA-binding protein HU-alpha
yjaH	b4001	4200565	4201261	1	DUF1481 domain-containing protein YjaH
zraP	b4002	4201262	4201688	-1	signaling pathway modulator ZraP
zraS	b4003	4201925	4203323	1	sensor histidine kinase ZraS
zraR	b4004	4203319	4204645	1	DNA-binding transcriptional activator ZraR
purD	b4005	4204641	4205931	-1	phosphoribosylamine--glycine ligase
purH	b4006	4205942	4207532	-1	bifunctional AICAR transformylase/IMP cyclohydrolase
yjaA	b4011	4213233	4213617	1	stress response protein
yjaB	b4012	4213679	4214123	-1	peptidyl-lysine N-acetyltransferase YjaB
metA	b4013	4214279	4215209	1	homoserine O-succinyltransferase
aceB	b4014	4215477	4217079	1	malate synthase A
aceA	b4015	4217108	4218413	1	isocitrate lyase
aceK	b4016	4218595	4220332	1	isocitrate dehydrogenase kinase/phosphatase
arpA	b4017	4220300	4222487	-1	ankyrin-like regulator
iclR	b4018	4222803	4223628	-1	DNA-binding transcriptional repressor IclR
metH	b4019	4223827	4227511	1	cobalamin-dependent methionine synthase
yjbB	b4020	4227730	4229362	1	putative inorganic phosphate export protein YjbB
pepE	b4021	4229452	4230142	-1	peptidase E
rluF	b4022	4230353	4231226	1	23S rRNA pseudouridine(2604) and tRNA(Tyr) pseudouridine(35) synthase
yjbD	b4023	4231358	4231631	-1	DUF3811 domain-containing protein YjbD
lysC	b4024	4231883	4233233	-1	aspartate kinase III
pgi	b4025	4233757	4235407	1	glucose-6-phosphate isomerase
yjbE	b4026	4235905	4236148	1	uncharacterized protein YjbE
yjbF	b4027	4236261	4236900	1	lipoprotein YjbF
yjbG	b4028	4236896	4237634	1	capsule biosynthesis GfcC family protein YjbG
yjbH	b4029	4237633	4239730	1	putative lipoprotein YjbH
yjbT	b4620	4239776	4240055	-1	PF17089 family protein YjbT
psiE	b4030	4240324	4240735	1	putative phosphate starvation-inducible protein PsiE
xylE	b4031	4240778	4242254	-1	D-xylose:H(+) symporter
malG	b4032	4242625	4243516	-1	maltose ABC transporter membrane subunit MalG
malF	b4033	4243530	4245075	-1	maltose ABC transporter membrane subunit MalF
malE	b4034	4245228	4246419	-1	maltose ABC transporter periplasmic binding protein
malK	b4035	4246783	4247899	1	maltose ABC transporter ATP binding subunit
lamB	b4036	4247970	4249311	1	maltose outer membrane channel/phage lambda receptor protein
malM	b4037	4249553	4250474	1	maltose regulon periplasmic protein
ubiC	b4039	4252505	4253003	1	chorismate lyase
ubiA	b4040	4253015	4253888	1	4-hydroxybenzoate octaprenyltransferase
plsB	b4041	4254042	4256466	-1	glycerol-3-phosphate 1-O-acyltransferase
dgkA	b4042	4256636	4257005	1	diacylglycerol kinase
lexA	b4043	4257114	4257723	1	DNA-binding transcriptional repressor LexA
dinF	b4044	4257741	4259121	1	DNA damage-inducible protein F
yjbJ	b4045	4259236	4259446	1	putative stress response protein YjbJ
zur	b4046	4259487	4260003	-1	DNA-binding transcriptional repressor Zur
yjbL	b4047	4260320	4260575	1	uncharacterized protein YjbL
yjbM	b4048	4260598	4261306	1	DUF2713 domain-containing protein YjbM
dusA	b4049	4261668	4262706	1	tRNA-dihydrouridine synthase A
pspG	b4050	4262839	4263082	1	phage shock protein G
qorA	b4051	4263247	4264231	-1	putative quinone oxidoreductase 1
dnaB	b4052	4264313	4265729	1	replicative DNA helicase
alr	b4053	4265781	4266861	1	alanine racemase 1
tyrB	b4054	4267113	4268307	1	tyrosine aminotransferase
yjbS	b4621	4268808	4269012	-1	uncharacterized protein YjbS
aphA	b4055	4269413	4270127	1	acid phosphatase/phosphotransferase
yjbQ	b4056	4270237	4270654	1	PF01894 family protein YjbQ
yjbR	b4057	4270657	4271014	1	PF04237 family protein YjbR
uvrA	b4058	4271048	4273871	-1	UvrABC excision nuclease subunit A
ssb	b4059	4274124	4274661	1	ssDNA-binding protein
yjcB	b4060	4274759	4275041	-1	uncharacterized protein YjcB
pdeC	b4061	4275470	4277057	1	cyclic di-GMP phosphodiesterase PdeC
soxS	b4062	4277059	4277383	-1	DNA-binding transcriptional dual regulator SoxS
soxR	b4063	4277468	4277933	1	DNA-binding transcriptional dual regulator SoxR
ghxP	b4064	4278478	4279828	1	guanine/hypoxanthine transporter GhxP
yjcE	b4065	4279979	4281629	1	putative transporter YjcE
yjcF	b4066	4281782	4283075	-1	pentapeptide repeat-containing protein YjcF
actP	b4067	4283252	4284902	-1	acetate/glycolate:cation symporter
yjcH	b4068	4284898	4285213	-1	DUF485 domain-containing inner membrane protein YjcH
acs	b4069	4285412	4287371	-1	acetyl-CoA synthetase (AMP-forming)
ytcB	b4821	4287610	4287667	1	protein YtcB
nrfA	b4070	4287763	4289200	1	cytochrome c552 nitrite reductase
nrfB	b4071	4289244	4289811	1	periplasmic nitrite reductase penta-heme c-type cytochrome
nrfC	b4072	4289807	4290479	1	putative menaquinol-cytochrome c reductase 4Fe-4S subunit
nrfD	b4073	4290475	4291432	1	putative menaquinol-cytochrome c reductase subunit NrfD
nrfE	b4074	4291511	4293170	1	putative cytochrome c-type biogenesis protein NrfE
nrfF	b4075	4293162	4293546	1	putative formate-dependent nitrite reductase complex subunit NrfF
nrfG	b4076	4293542	4294139	1	putative formate-dependent nitrite reductase complex subunit NrfG
gltP	b4077	4294480	4295794	1	glutamate/aspartate : H(+) symporter GltP
yjcO	b4078	4296435	4297125	-1	Sel1 repeat-containing protein YjcO
fdhF	b4079	4297218	4299366	-1	formate dehydrogenase H
mdtP	b4080	4299563	4301030	-1	putative multidrug efflux pump outer membrane channel
mdtO	b4081	4301026	4303078	-1	putative multidrug efflux pump subunit MdtO
mdtN	b4082	4303077	4304109	-1	putative multidrug efflux pump membrane fusion protein
ytcA	b4622	4304127	4304403	-1	putative lipoprotein YtcA
yjcS	b4083	4304611	4306597	-1	linear primary-alkylsulfatase
alsK	b4084	4306869	4307799	-1	D-allose kinase
alsE	b4085	4307782	4308478	-1	D-allulose-6-phosphate 3-epimerase
alsC	b4086	4308488	4309469	-1	D-allose ABC transporter membrane subunit
alsA	b4087	4309447	4310980	-1	D-allose ABC transporter ATP binding subunit
alsB	b4088	4311106	4312042	-1	D-allose ABC transporter periplasmic binding protein
alsR	b4089	4312100	4312991	-1	DNA-binding transcriptional repressor AlsR
rpiB	b4090	4313349	4313799	1	allose-6-phosphate isomerase/ribose-5-phosphate isomerase B
yjdP	b4487	4313867	4314197	1	protein YjdP
phnP	b4092	4314343	4315102	-1	5-phospho-alpha-D-ribosyl 1,2-cyclic phosphate phosphodiesterase
phnO	b4093	4315103	4315538	-1	aminoalkylphosphonate N-acetyltransferase
phnN	b4094	4315524	4316082	-1	ribose 1,5-bisphosphate phosphokinase
phnM	b4095	4316081	4317218	-1	RPnTP hydrolase
phnL	b4096	4317214	4317895	-1	carbon-phosphorus lyase ATP-binding protein PhnL
phnK	b4097	4318005	4318764	-1	carbon-phosphorus lyase ATP-binding protein PhnK
phnJ	b4098	4318760	4319606	-1	carbon-phosphorus lyase core complex subunit PhnJ
phnI	b4099	4319598	4320663	-1	carbon-phosphorus lyase core complex subunit PhnI
phnH	b4100	4320662	4321247	-1	carbon-phosphorus lyase core complex subunit PhnH
phnG	b4101	4321243	4321696	-1	carbon-phosphorus lyase core complex subunit PhnG
phnF	b4102	4321696	4322422	-1	putative transcriptional regulator PhnF
phnE1	b4583	4322442	4323281	-1	phosphonate/phosphate ABC transporter membrane subunit PhnE1
phnD	b4105	4323335	4324352	-1	phosphonate/phosphate ABC transporter periplasmic binding protein
phnC	b4106	4324376	4325165	-1	phosphonate/phosphate ABC transporter ATP binding subunit
yjdN	b4107	4325297	4325741	-1	PF06983 family protein YjdN
yjdM	b4108	4326398	4326734	-1	zinc ribbon domain-containing protein YjdM
rdcA	b4109	4327134	4329363	1	regulator of diguanylate cyclase RdcA
rdcB	b4110	4329359	4330238	1	regulator of diguanylate cyclase RdcB
proP	b4111	4330501	4332004	1	osmolyte:H(+) symporter ProP
pmrR	b4703	4332115	4332205	1	small regulatory membrane protein PmrR
basS	b4112	4332180	4333272	-1	sensor histidine kinase BasS
basR	b4113	4333281	4333950	-1	DNA-binding transcriptional dual regulator BasR
eptA	b4114	4333946	4335590	-1	phosphoethanolamine transferase EptA
adiC	b4115	4335693	4337031	-1	arginine:agmatine antiporter
adiY	b4116	4337167	4337929	-1	DNA-binding transcriptional activator AdiY
adiA	b4117	4338253	4340521	-1	arginine decarboxylase, degradative
melR	b4118	4340719	4341628	-1	DNA-binding transcriptional dual regulator MelR
melA	b4119	4341910	4343266	1	alpha-galactosidase
melB	b4120	4343368	4344790	1	melibiose:H(+)/Na(+)/Li(+) symporter
yjdF	b4121	4344928	4345558	-1	DUF2238 domain-containing inner membrane protein YjdF
fumB	b4122	4345679	4347326	-1	fumarase B
dcuB	b4123	4347403	4348744	-1	anaerobic C4-dicarboxylate transporter DcuB
dcuR	b4124	4349314	4350034	-1	DNA-binding transcriptional activator DcuR
dcuS	b4125	4350030	4351662	-1	sensor histidine kinase DcuS
yjdI	b4126	4351842	4352073	1	PF06902 family protein YjdI
yjdJ	b4127	4352084	4352357	1	putative N-acetyltransferase YjdJ
ghoS	b4128	4352583	4352880	1	antitoxin of the GhoTS toxin-antitoxin system
ghoT	b4559	4352907	4353081	1	toxin of the GhoTS toxin-antitoxin system
lysU	b4129	4353199	4354717	-1	lysyl-tRNA synthetase
dtpC	b4130	4354953	4356411	-1	dipeptide/tripeptide:H(+) symporter DtpC
cadA	b4131	4356469	4358617	-1	lysine decarboxylase 1
cadB	b4132	4358696	4360031	-1	lysine:cadaverine antiporter
cadC	b4133	4360395	4361934	-1	DNA-binding transcriptional activator CadC
dicD	b4135	4362732	4363308	-1	DNA-binding transcriptional regulator DicD
dsbD	b4136	4363344	4365042	-1	thiol-disulfide exchange protein DsbD
cutA	b4137	4365017	4365356	-1	copper binding protein CutA
dcuA	b4138	4365471	4366773	-1	C4-dicarboxylate transporter DcuA
aspA	b4139	4366890	4368327	-1	aspartate ammonia-lyase
fxsA	b4140	4368663	4369140	1	protein FxsA
yjeH	b4141	4369155	4370412	-1	L-methionine/branched chain amino acid exporter
groS	b4142	4370687	4370981	1	cochaperonin GroES
groL	b4143	4371024	4372671	1	chaperonin GroEL
yjeI	b4144	4372808	4373162	1	DUF4156 domain-containing lipoprotein YjeI
yjeJ	b4145	4373364	4374234	-1	protein YjeJ
epmB	b4146	4374628	4375657	-1	lysine 2,3-aminomutase
efp	b4147	4375698	4376265	1	protein chain elongation factor EF-P
ecnA	b4410	4376316	4376442	1	entericidin A lipoprotein, antidote to entericidin B
ecnB	b4411	4376552	4376699	1	bacteriolytic entericidin B lipoprotein
gdx	b4148	4376874	4377192	1	guanidinium exporter
blc	b4149	4377188	4377722	-1	outer membrane lipocalin protein
ampC	b4150	4377810	4378944	-1	beta-lactamase
frdD	b4151	4379006	4379366	-1	fumarate reductase membrane protein FrdD
frdC	b4152	4379376	4379772	-1	fumarate reductase membrane protein FrdC
frdB	b4153	4379782	4380517	-1	fumarate reductase [Fe-S] protein
frdA	b4154	4380509	4382318	-1	fumarate reductase flavoprotein subunit
epmA	b4155	4382642	4383620	1	EF-P-lysine lysyltransferase
yjeM	b4156	4383838	4385341	1	putative transporter YjeM
yjeN	b4157	4385392	4385707	1	uncharacterized protein YjeN
